system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,NDWI,class,.geo
164_0,0.2238,0.1158,0.0369,0.0686,0.0542,0.3768,-0.25474524,0.7484919,-0.6972973,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,0.2023,0.1087,0.0432,0.0722,0.052,0.322,-0.22864804,0.7319773,-0.6469377,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,0.214,0.1075,0.0384,0.0662,0.0414,0.3721,-0.2697492,0.78861374,-0.6829489,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,0.2042,0.111,0.0404,0.0692,0.0522,0.3398,-0.25431654,0.7283767,-0.66166306,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,0.2111,0.1084,0.0325,0.0565,0.0371,0.3948,-0.2796767,0.82948893,-0.7544012,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,0.2079,0.1059,0.0438,0.0692,0.0436,0.3852,-0.3212142,0.79831934,-0.6965426,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,0.1911,0.0993,0.0433,0.0822,0.0563,0.3255,-0.2796227,0.7045395,-0.6047548,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,0.1761,0.0873,0.0326,0.0552,0.0321,0.3737,-0.3559097,0.83831453,-0.73703706,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,0.1562,0.0676,0.0297,0.0492,0.0291,0.3696,-0.40505606,0.85118437,-0.7679345,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,0.2516,0.1323,0.0424,0.0722,0.0528,0.352,-0.19227082,0.7518797,-0.6426526,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,0.1815,0.0795,0.0298,0.0582,0.0256,0.3752,-0.33570665,0.87950104,-0.7410072,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,0.2082,0.1306,0.0387,0.0638,0.0445,0.3564,-0.24697018,0.7893491,-0.7044476,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,0.2082,0.1306,0.0471,0.076,0.0704,0.2883,-0.11269781,0.53773904,-0.5671795,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,0.1977,0.1065,0.0394,0.0693,0.0417,0.3577,-0.25603318,0.7774813,-0.6620336,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,0.2198,0.118,0.0405,0.072,0.0455,0.3672,-0.25228673,0.76779026,-0.6721311,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,0.1993,0.0886,0.0331,0.0684,0.0336,0.4404,-0.38730508,0.850733,-0.7301315,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,0.2354,0.1176,0.0408,0.0776,0.0548,0.3729,-0.25942144,0.7604372,-0.65572315,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,0.2352,0.1184,0.0426,0.0776,0.0586,0.396,-0.25957614,0.74219096,-0.6722973,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,0.2165,0.1153,0.0334,0.0672,0.046,0.407,-0.29308975,0.77804583,-0.70793116,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,0.239,0.1362,0.0399,0.0702,0.057,0.3485,-0.15423535,0.6702467,-0.6446512,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,0.2095,0.1143,0.0396,0.0725,0.0497,0.3136,-0.1916713,0.7249725,-0.63528544,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,0.27715,0.1462,0.05025,0.08765,0.06595,0.38709998,-0.15984988,0.71038926,-0.63296247,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,0.25055,0.12235,0.0441,0.0784,0.05285,0.4098,-0.23869422,0.77101386,-0.67577994,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,0.20815,0.0985,0.03705,0.07925,0.0412,0.39319998,-0.3060801,0.809645,-0.6631647,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,0.2586,0.1368,0.0436,0.0723,0.0559,0.3584,-0.15793683,0.7287009,-0.6727812,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,0.23335,0.1151,0.04545,0.0805,0.055,0.3998,-0.26388615,0.7509137,-0.65828294,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
190_0,0.21275,0.1036,0.03805,0.0646,0.0512,0.30885,-0.18207866,0.71472305,-0.65222234,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,0.25635,0.13545,0.043,0.0701,0.05585,0.36245,-0.15946881,0.73406804,-0.6726751,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,0.24155,0.1237,0.04135,0.06865,0.05115,0.34329998,-0.16902155,0.738639,-0.6671576,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,0.1973,0.08965,0.0358,0.0758,0.0452,0.40925002,-0.35749233,0.8003493,-0.6935724,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
194_0,0.2592,0.12575,0.04105,0.0709,0.0501,0.41259998,-0.2244214,0.7894603,-0.7141699,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
195_0,0.25305,0.11495,0.04075,0.0714,0.04085,0.4584,-0.29418328,0.83619815,-0.72549325,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,0.24055,0.12105,0.0394,0.067,0.0568,0.33375,-0.15318592,0.70373565,-0.66148794,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,0.2048,0.0999,0.04545,0.0776,0.05725,0.3686,-0.27298945,0.7290739,-0.6515028,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,0.24355,0.1204,0.04235,0.07135,0.0518,0.38059998,-0.21792832,0.7563761,-0.6839782,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
199_0,0.2627,0.1399,0.04725,0.0779,0.06545,0.3358,-0.11849475,0.67430204,-0.6262928,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,0.2342,0.1135,0.0385,0.0709,0.0452,0.41005,-0.27162665,0.80079293,-0.70516455,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,0.262,0.13405,0.04705,0.07365,0.0613,0.3431,-0.13020696,0.6944506,-0.64497757,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,0.2781,0.1498,0.04955,0.0739,0.06445,0.32795,-0.085761234,0.6731709,-0.6328462,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,0.2459,0.1258,0.04175,0.0743,0.0548,0.33679998,-0.15264581,0.71792686,-0.6428228,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,0.25975,0.1337,0.0415,0.0761,0.05385,0.3683,-0.16307646,0.7433891,-0.6586772,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,0.18055,0.0922,0.05015,0.073,0.0587,0.314,-0.28230628,0.6838561,-0.62308896,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
206_0,0.1806,0.09345,0.04945,0.0706,0.06205,0.2679,-0.20510277,0.6154775,-0.5826017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,0.18505,0.10025,0.04655,0.0706,0.0585,0.2487,-0.15521076,0.6225596,-0.5683519,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,0.18565,0.094,0.0497,0.0705,0.0566,0.28175002,-0.2104077,0.66210943,-0.60094684,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
209_0,0.1799,0.0853,0.0446,0.0641,0.0502,0.3132,-0.26769954,0.7218252,-0.65222013,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,0.21245,0.1594,0.1268,0.1434,0.153,0.1963,0.029380191,0.13161595,-0.15432927,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,0.2124,0.1622,0.135,0.1522,0.1648,0.1986,0.017667841,0.11406422,-0.14107773,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,0.237,0.16585,0.04285,0.06545,0.05485,0.2808,-0.087950185,0.6742629,-0.62925017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,0.0156,0.0098,0.055,0.0808,0.0786,0.0454,-0.4574639,-0.29850745,0.28391168,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,0.0112,0.0064,0.0554,0.0787,0.078,0.0393,-0.48301885,-0.36371604,0.33670887,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,0.0281,0.0123,0.0548,0.0782,0.0753,0.0466,-0.22793148,-0.24644548,0.24660632,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,0.0158,0.0069,0.0538,0.0771,0.0753,0.0474,-0.42128935,-0.2540193,0.2246696,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,0.0334,0.0143,0.0552,0.0792,0.0766,0.0468,-0.2155844,-0.2601626,0.2557629,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,0.01775,0.009,0.0544,0.07615,0.07435,0.04575,-0.41747436,-0.24011882,0.23296852,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,0.01945,0.00895,0.053,0.0748,0.0745,0.0428,-0.3812326,-0.24816054,0.27181652,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,0.01705,0.0089,0.055,0.07675,0.0756,0.04115,-0.4513891,-0.2970533,0.29295465,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,0.02925,0.0102,0.0523,0.0728,0.0698,0.04585,-0.19711928,-0.19452344,0.20064253,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,0.02015,0.0108,0.05275,0.074,0.07235,0.04175,-0.33478945,-0.26233077,0.23303762,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,0.0151,0.0073,0.0555,0.0784,0.0805,0.0479,-0.47158217,-0.2812749,0.22787784,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,0.019,0.0085,0.0558,0.0788,0.0808,0.0429,-0.34693876,-0.30639732,0.25081435,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,0.2628,0.2303,0.1056,0.1542,0.1764,0.1966,0.14559722,0.06652699,-0.13747229,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,0.1533,0.1376,0.127,0.1382,0.1376,0.1458,0.02344275,0.0035033335,-0.022611247,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,0.1849,0.1681,0.0894,0.1218,0.144,0.1608,0.07455758,0.048718877,-0.12339853,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
228_0,0.2618,0.2111,0.0993,0.144,0.1738,0.1964,0.12914799,0.053716753,-0.14767684,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,0.1826,0.1636,0.0932,0.1262,0.1482,0.1656,0.043725144,0.060384847,-0.13083753,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
230_0,0.205,0.168,0.1002,0.1372,0.1532,0.2078,0.0059910067,0.15458123,-0.21104084,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,0.1938,0.1793,0.1244,0.1518,0.162,0.1734,0.045647852,0.024415048,-0.06775956,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
232_0,0.2111,0.1884,0.0816,0.113,0.14,0.1619,0.13470319,0.057142854,-0.16476843,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
233_0,0.2191,0.1973,0.12,0.1444,0.1644,0.1664,0.13493332,0.018094078,-0.066285715,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
234_0,0.1671,0.1169,0.0544,0.0804,0.097,0.165,-0.017139314,0.2632405,-0.36317238,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
235_0,0.1747,0.1462,0.0972,0.1246,0.15,0.1726,0.0060466425,0.071450494,-0.15696889,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
236_0,0.1968,0.1551,0.1362,0.1656,0.177,0.1958,-0.0018253021,0.04702193,-0.07603465,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
237_0,0.2332,0.1952,0.0744,0.1176,0.1366,0.1847,0.12868297,0.13567173,-0.23462416,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,0.177,0.1603,0.0885,0.1128,0.1218,0.13,0.15831663,0.02634509,-0.07201308,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
239_0,0.226,0.1943,0.0778,0.113,0.1376,0.1628,0.16576992,0.08479139,-0.1743253,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,0.2818,0.2456,0.0889,0.1258,0.1562,0.193,0.18822291,0.10717348,-0.21251956,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,0.2674,0.2145,0.0751,0.1128,0.1422,0.1912,0.16724738,0.15144509,-0.25945765,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,0.2343,0.2061,0.0749,0.1114,0.1418,0.1644,0.17295444,0.081062876,-0.18614717,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
243_0,0.2694,0.2255,0.0648,0.112,0.1622,0.227,0.08478701,0.16649537,-0.34821156,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
244_0,0.1955,0.1818,0.0728,0.0972,0.1082,0.1176,0.24718718,0.04355718,-0.09517486,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
245_0,0.2089,0.1912,0.0808,0.1104,0.1262,0.1393,0.1915264,0.060109306,-0.12377849,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
246_0,0.2481,0.2107,0.0689,0.1052,0.124,0.1607,0.2170524,0.12733446,-0.20600373,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
247_0,0.207,0.1607,0.0722,0.1052,0.1192,0.1495,0.16412762,0.105440915,-0.1752137,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
248_0,0.17,0.1346,0.0674,0.087,0.09,0.1644,0.029302996,0.28756672,-0.29051986,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
249_0,0.2058,0.1795,0.0706,0.091,0.1026,0.1248,0.2506804,0.102362216,-0.15445638,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
250_0,0.1602,0.1503,0.0824,0.108,0.116,0.1294,0.10314207,0.054726396,-0.08810952,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
251_0,0.1548,0.1387,0.0784,0.1032,0.1144,0.1317,0.08367423,0.07047926,-0.12511416,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
252_0,0.1686,0.1561,0.0858,0.1078,0.1104,0.1122,0.20874472,0.008086251,-0.022502253,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_0,0.25,0.2026,0.0798,0.1262,0.1614,0.198,0.13341911,0.105060674,-0.2080233,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0,0.1872,0.1708,0.072,0.0982,0.1094,0.1221,0.20899305,0.054545447,-0.11683532,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_0,0.1939,0.1758,0.0948,0.1202,0.1238,0.1264,0.21440156,0.026335588,-0.029687485,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_0,0.2654,0.1826,0.0596,0.0952,0.1242,0.2592,0.0066845017,0.3134578,-0.42978466,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0,0.1994,0.1633,0.069,0.0946,0.1152,0.1521,0.13523915,0.14785652,-0.2375317,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_0,0.2722,0.14315,0.0476,0.0836,0.0639,0.383,-0.16632897,0.7177342,-0.6439284,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
259_0,0.2709,0.1427,0.0501,0.08355,0.06015,0.427,-0.2252628,0.74451905,-0.67206144,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_0,0.2621,0.13605,0.04055,0.06955,0.0561,0.359,-0.15601796,0.7337165,-0.6805625,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_0,0.29125,0.15435,0.04955,0.07805,0.0672,0.38845,-0.14283608,0.7043554,-0.66430265,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_0,0.2675,0.137,0.04385,0.07065,0.05775,0.359,-0.145352,0.72479653,-0.67081434,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0,0.2321,0.1229,0.03845,0.0584,0.0534,0.27015,-0.07574407,0.6699629,-0.64205724,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0,0.23765,0.12445,0.0428,0.0649,0.0579,0.31419998,-0.13308139,0.68338495,-0.6560544,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_0,0.21755,0.1155,0.0377,0.05585,0.0559,0.25495,-0.0767597,0.64245707,-0.6397051,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_0,0.20745,0.1034,0.0341,0.05455,0.04955,0.2854,-0.1510697,0.7075423,-0.6758766,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_0,0.2023,0.09155,0.03165,0.0478,0.03445,0.33789998,-0.24308495,0.8108994,-0.75188357,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
268_0,0.25455,0.1336,0.0442,0.06505,0.0634,0.3256,-0.11881993,0.6697873,-0.66225094,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_0,0.2611,0.135,0.04665,0.0729,0.06515,0.36935002,-0.16238903,0.69199425,-0.66668546,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
270_0,0.2729,0.14,0.0436,0.0706,0.0604,0.3868,-0.16858006,0.7298748,-0.6890988,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
271_0,0.26365,0.1425,0.04355,0.0732,0.0597,0.37120003,-0.1683324,0.72198594,-0.67245126,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_0,0.25605,0.1309,0.0456,0.07255,0.0609,0.37645,-0.19059244,0.7215047,-0.67615694,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
273_0,0.2313,0.11725,0.0463,0.0767,0.0576,0.4208,-0.29204825,0.7600501,-0.70212775,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
274_0,0.26565,0.14305,0.0506,0.08095,0.0693,0.3996,-0.19966915,0.69869953,-0.6617627,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
275_0,0.2377,0.10995,0.0368,0.0686,0.0373,0.46719998,-0.32757545,0.8512249,-0.7457956,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
276_0,0.26725,0.1364,0.04315,0.0671,0.05385,0.3504,-0.13121496,0.73162216,-0.6824128,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
277_0,0.2684,0.13895,0.043,0.06865,0.05635,0.3786,-0.16671753,0.7343301,-0.6864504,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
278_0,0.27565,0.1484,0.04545,0.06865,0.0646,0.32779998,-0.08188803,0.66956383,-0.65558827,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
279_0,0.213,0.1066,0.0354,0.05725,0.0468,0.27165002,-0.11448195,0.708223,-0.66243964,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
280_0,0.2448,0.1294,0.04605,0.0685,0.0686,0.28390002,-0.06593099,0.6107799,-0.61192364,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
281_0,0.26945,0.14195,0.04375,0.0744,0.05605,0.392,-0.18322161,0.748717,-0.6805713,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
282_0,0.2313,0.1119,0.04115,0.07545,0.04575,0.43425,-0.30450678,0.81355196,-0.69941133,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_0,0.24475,0.12035,0.04305,0.073,0.05505,0.38125,-0.21902291,0.74460995,-0.67715645,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0,0.2132,0.10265,0.0358,0.0719,0.0421,0.42900002,-0.33779398,0.81315434,-0.7039679,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0,0.2678,0.14735,0.0468,0.0764,0.0635,0.32424998,-0.09553191,0.6668832,-0.6137209,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0,0.25065,0.1336,0.0442,0.0753,0.0582,0.3614,-0.18236904,0.7199919,-0.64634484,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_0,0.2606,0.1352,0.0467,0.08175,0.05785,0.3896,-0.18584311,0.73179036,-0.65601903,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_0,0.25905,0.13695,0.0449,0.07705,0.06,0.34100002,-0.123863295,0.6989116,-0.63051814,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
289_0,0.25815,0.135,0.0473,0.0829,0.05735,0.4016,-0.21632469,0.7485033,-0.6547404,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
290_0,0.2439,0.1229,0.0352,0.0631,0.0414,0.3896,-0.22573543,0.8078886,-0.7284827,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
291_0,0.2172,0.1063,0.0384,0.0636,0.0492,0.3063,-0.16338879,0.7235955,-0.6565875,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
292_0,0.18375,0.10025,0.0498,0.0749,0.06145,0.27789998,-0.2089276,0.62637305,-0.58501,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_0,0.18505,0.10165,0.0517,0.0767,0.064,0.2773,-0.20599149,0.63672036,-0.5719435,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_0,0.18505,0.10165,0.05665,0.07805,0.07135,0.26709998,-0.18207473,0.5771733,-0.5471498,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
295_0,0.19485,0.1072,0.0541,0.07855,0.06665,0.2751,-0.17669277,0.60680413,-0.56493986,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
296_0,0.16675,0.0822,0.04725,0.0712,0.0623,0.2626,-0.22243567,0.60448563,-0.56335485,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_0,0.1789,0.09325,0.05335,0.0776,0.0668,0.25370002,-0.17995746,0.5776606,-0.5326219,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_0,0.1789,0.09325,0.05875,0.07905,0.0689,0.2468,-0.17725673,0.5752844,-0.535257,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
299_0,0.1705,0.0841,0.04765,0.073,0.05865,0.2666,-0.22713736,0.63380766,-0.5690635,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_0,0.1774,0.0882,0.0444,0.06865,0.05155,0.34145,-0.30571198,0.7316416,-0.66448665,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0,0.1806,0.09345,0.04945,0.0706,0.06205,0.2679,-0.20510277,0.6154775,-0.5826017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_0,0.182,0.0958,0.04855,0.07115,0.0595,0.3216,-0.27537674,0.67475855,-0.63617486,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0,0.2069,0.12,0.0552,0.07865,0.07075,0.26770002,-0.1295356,0.58380866,-0.56244594,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_0,0.2069,0.12,0.0532,0.07975,0.0688,0.2801,-0.14534207,0.58620566,-0.5574194,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
305_0,0.1927,0.1029,0.05535,0.0776,0.0685,0.25,-0.13639486,0.57195127,-0.52790034,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_0,0.18685,0.10155,0.0567,0.0778,0.0675,0.25735,-0.1585064,0.5773022,-0.5257526,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
307_0,0.18685,0.10155,0.0575,0.07855,0.0685,0.2361,-0.11855973,0.5627903,-0.5143555,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_0,0.1832,0.09885,0.05515,0.0758,0.067,0.23464999,-0.1331542,0.5711849,-0.5238424,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
309_0,0.17665,0.094,0.0553,0.0711,0.0608,0.2684,-0.21869668,0.6281396,-0.5802038,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
310_0,0.193,0.10215,0.0496,0.0673,0.0587,0.25230002,-0.14369898,0.62035435,-0.58489025,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_0,0.2373,0.16775,0.1037,0.1239,0.1313,0.18439999,0.1289379,0.18448389,-0.20821626,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_0,0.2392,0.153,0.1116,0.1401,0.1475,0.2328,-0.005723986,0.24215716,-0.2701031,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
313_0,0.2392,0.153,0.1224,0.1528,0.1636,0.2719,-0.08294344,0.26363555,-0.2973421,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
314_0,0.2837,0.2164,0.1216,0.1405,0.1535,0.1975,0.19501837,0.11298978,-0.16608618,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_0,0.2837,0.2164,0.1216,0.1405,0.1535,0.1975,0.19501837,0.11298978,-0.16608618,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_0,0.26185,0.2064,0.1244,0.1453,0.1555,0.19075,0.15019536,0.10418779,-0.14652105,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
317_0,0.21585,0.1658,0.1092,0.1381,0.1488,0.2073,0.014160108,0.17438893,-0.19955488,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_0,0.21585,0.1658,0.1092,0.1381,0.1488,0.2073,0.014160108,0.17438893,-0.19955488,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_0,0.2103,0.1184,0.05075,0.08015,0.06445,0.3072,-0.19415362,0.6473343,-0.5862556,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
320_0,0.2202,0.12895,0.06035,0.08215,0.0785,0.27055,-0.10313166,0.55120975,-0.53399736,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
321_0,0.20685,0.11355,0.03385,0.0644,0.0384,0.3778,-0.3054306,0.81695175,-0.7230209,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_0,0.1824,0.0972,0.0564,0.08485,0.0738,0.3378,-0.30118176,0.6428917,-0.583723,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_0,0.16035,0.08255,0.0535,0.06555,0.04705,0.28555,-0.28087482,0.71895134,-0.6215759,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_0,0.1695,0.0958,0.0612,0.0723,0.0661,0.23545,-0.1624288,0.55243635,-0.5192134,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
325_0,0.1785,0.098,0.0547,0.0758,0.06685,0.2588,-0.18667166,0.6120423,-0.54889494,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
326_0,0.1744,0.0886,0.0515,0.06775,0.0558,0.2752,-0.23388724,0.6580474,-0.6309242,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_0,0.2088,0.1282,0.0686,0.09075,0.0864,0.3214,-0.20997415,0.57886165,-0.5423603,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_0,0.1674,0.1145,0.07145,0.0916,0.0853,0.2122,-0.13096033,0.43712977,-0.4167507,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
