system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,NDWI,class,.geo
329_0,0.2265,0.1281,0.0633,0.08975,0.0776,0.2956,-0.120198414,0.5915653,-0.5413055,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_0,0.2361,0.13605,0.0518,0.073,0.06385,0.3476,-0.21184178,0.6884195,-0.65743816,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
331_0,0.24565,0.14565,0.054,0.0804,0.06995,0.2904,-0.08552814,0.61166334,-0.58664507,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
332_0,0.2386,0.14245,0.0682,0.0895,0.087,0.27795,-0.059926596,0.52641284,-0.5122156,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
333_0,0.22815,0.1293,0.0585,0.0837,0.07095,0.29505,-0.12487306,0.6165935,-0.55787796,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_0,0.23765,0.1282,0.0528,0.0816,0.0659,0.34265,-0.18104959,0.68044186,-0.61234856,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
335_0,0.0284,0.0127,0.06,0.0844,0.0849,0.0449,-0.2577031,-0.306096,0.2316384,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
336_0,0.0125,0.0065,0.0558,0.081,0.0802,0.0424,-0.46206895,-0.33617625,0.3128039,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
337_0,0.0142,0.00855,0.05315,0.0733,0.0716,0.0423,-0.4474118,-0.26970956,0.29005614,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
338_0,0.0205,0.01005,0.0537,0.0758,0.0734,0.047399998,-0.3128764,-0.25019875,0.23120688,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_0,0.0186,0.01055,0.05365,0.07475,0.06925,0.04795,-0.43805873,-0.23036239,0.23668595,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
340_0,0.0163,0.0082,0.05365,0.0751,0.0705,0.040349998,-0.41021207,-0.25988907,0.3033399,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
341_0,0.02285,0.0097,0.0543,0.07475,0.07295,0.0467,-0.27857423,-0.19935228,0.19191346,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
342_0,0.04955,0.02115,0.0501,0.0735,0.0693,0.0457,0.011609817,-0.13216686,0.16362506,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
343_0,0.04525,0.0213,0.0519,0.07365,0.0646,0.1102,-0.39236155,0.21582353,-0.19416122,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
344_0,0.0191,0.00875,0.051,0.07265,0.07075,0.04805,-0.42054096,-0.13938552,0.19278985,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
345_0,0.02955,0.0146,0.0533,0.0761,0.07205,0.0491,-0.33704218,-0.15152788,0.19920401,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
346_0,0.02975,0.0134,0.05535,0.07555,0.07375,0.04455,-0.18687724,-0.18376838,0.24062979,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
347_0,0.0185,0.0087,0.0546,0.0764,0.0736,0.0465,-0.35568514,-0.2481363,0.24328722,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
348_0,0.0227,0.0102,0.0554,0.0778,0.0767,0.044,-0.25581396,-0.27091965,0.27750412,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
349_0,0.21385,0.1145,0.03795,0.0609,0.0407,0.3718,-0.2707525,0.8021334,-0.7193042,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
350_0,0.2185,0.11995,0.0425,0.0753,0.05745,0.3056,-0.1613285,0.6754426,-0.6005435,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
351_0,0.20685,0.10885,0.0407,0.0691,0.04675,0.33805,-0.25871375,0.7587372,-0.6607482,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
352_0,0.2417,0.1329,0.0444,0.0764,0.0549,0.28965002,-0.099184506,0.6823311,-0.5813886,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
353_0,0.18805,0.08615,0.0342,0.0579,0.0337,0.43260002,-0.39717335,0.8573822,-0.76964515,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
354_0,0.2012,0.0997,0.03875,0.06005,0.03965,0.37585,-0.29121205,0.8059781,-0.7244772,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
355_0,0.2461,0.14625,0.0491,0.08285,0.071,0.36400002,-0.14265773,0.63522995,-0.58101916,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
356_0,0.19155,0.0939,0.0338,0.06085,0.03475,0.3626,-0.3046877,0.8270166,-0.72224134,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
357_0,0.18285,0.08165,0.03305,0.0549,0.02925,0.40425,-0.39477637,0.8681644,-0.766963,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
358_0,0.1622,0.07375,0.0385,0.0598,0.03595,0.3664,-0.38473034,0.8253783,-0.7254351,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
359_0,0.25695,0.14945,0.06025,0.09105,0.0894,0.332,-0.12645444,0.5649913,-0.5432704,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
360_0,0.1878,0.0905,0.04105,0.0754,0.0411,0.35799998,-0.32306495,0.7988795,-0.6584971,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
361_0,0.1933,0.09445,0.0388,0.0643,0.0388,0.3528,-0.28857005,0.80335283,-0.6901824,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
362_0,0.17755,0.0961,0.04075,0.0593,0.04385,0.3175,-0.29038808,0.7591879,-0.68523985,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
363_0,0.18965,0.09435,0.04185,0.0658,0.0427,0.32964998,-0.27270928,0.7706426,-0.6675417,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
364_0,0.20595,0.1077,0.03545,0.0681,0.0365,0.3922,-0.30550316,0.83137995,-0.7044707,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
365_0,0.1915,0.0943,0.0357,0.0673,0.0412,0.38840002,-0.34729317,0.80852306,-0.7057506,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
366_0,0.1764,0.08215,0.03315,0.06835,0.0373,0.37875,-0.37512556,0.8213117,-0.69379944,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
367_0,0.2077,0.11245,0.0426,0.06775,0.0494,0.32340002,-0.187109,0.7209497,-0.63128227,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
368_0,0.23935,0.11885,0.04315,0.0779,0.05555,0.3642,-0.22916485,0.7437008,-0.6550537,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
369_0,0.1956,0.0995,0.0376,0.056,0.0399,0.3588,-0.29530686,0.7998495,-0.72999036,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
370_0,0.1905,0.0866,0.0339,0.0528,0.0323,0.384,-0.33860046,0.84837544,-0.75917435,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
371_0,0.2074,0.0994,0.0382,0.0596,0.0387,0.3452,-0.26560685,0.79735684,-0.7013307,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
372_0,0.199,0.0959,0.0399,0.0785,0.0438,0.4128,-0.3544222,0.8074725,-0.68043965,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
373_0,0.1836,0.0866,0.0358,0.0579,0.0323,0.3571,-0.32065523,0.8327672,-0.71659327,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
374_0,0.2408,0.1387,0.0416,0.0746,0.0518,0.4133,-0.2302055,0.7634163,-0.70275635,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
375_0,0.216,0.1167,0.037,0.0538,0.0364,0.3937,-0.28199285,0.81703943,-0.75122607,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
376_0,0.2049,0.1206,0.04555,0.0681,0.053,0.29625,-0.16409718,0.69657934,-0.6248468,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
377_0,0.1945,0.08895,0.03705,0.05885,0.0369,0.4044,-0.33264393,0.8296664,-0.74553436,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
378_0,0.1854,0.09205,0.03965,0.05885,0.03825,0.31835,-0.27537915,0.7866278,-0.69304687,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
379_0,0.1905,0.0875,0.03495,0.0542,0.0351,0.39445,-0.32968107,0.836634,-0.75701356,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
380_0,0.21765,0.11685,0.0407,0.0674,0.0451,0.36995,-0.24443308,0.7780144,-0.68560314,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
381_0,0.19095,0.0891,0.0353,0.0562,0.036,0.3768,-0.31238127,0.82691103,-0.74424565,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
382_0,0.2445,0.1329,0.049,0.0772,0.0764,0.3184,-0.10784143,0.5426357,-0.55131614,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
383_0,0.2111,0.1277,0.0434,0.0639,0.0508,0.3097,-0.19092484,0.7181692,-0.6579229,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
384_0,0.2559,0.1644,0.0511,0.0828,0.0634,0.3112,-0.058845166,0.645613,-0.601669,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
385_0,0.1824,0.087,0.0382,0.0728,0.0407,0.3756,-0.32285878,0.80353355,-0.6752899,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
386_0,0.1933,0.0922,0.0346,0.0564,0.0355,0.3736,-0.3162363,0.8264483,-0.75176054,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
387_0,0.1866,0.0903,0.0394,0.0564,0.0389,0.3676,-0.32779482,0.8086101,-0.73396224,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
388_0,0.1868,0.0886,0.0346,0.0596,0.0348,0.4193,-0.39113298,0.8471111,-0.74963486,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
389_0,0.2099,0.1148,0.0426,0.0672,0.0544,0.3078,-0.20946664,0.7181133,-0.67298347,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
390_0,0.2257,0.1235,0.043,0.0735,0.0562,0.3753,-0.23698087,0.72670805,-0.63950616,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
391_0,0.2375,0.1435,0.0437,0.0744,0.0511,0.346,-0.17315286,0.7218543,-0.61741835,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
392_0,0.2043,0.1001,0.0354,0.0568,0.0374,0.4108,-0.32860002,0.830193,-0.755662,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
393_0,0.2492,0.139,0.0514,0.0843,0.0667,0.3544,-0.17234537,0.6832107,-0.6156827,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
394_0,0.1808,0.0807,0.0345,0.0594,0.0342,0.3784,-0.31915635,0.83369803,-0.72992533,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
395_0,0.184,0.0912,0.0454,0.0808,0.0484,0.3317,-0.27427033,0.7282426,-0.5841482,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
396_0,0.278,0.1705,0.0582,0.0928,0.0834,0.3507,-0.11731136,0.6165138,-0.57743955,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
397_0,0.2214,0.1169,0.0424,0.065,0.0455,0.3442,-0.21863419,0.76648706,-0.68230695,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
398_0,0.1973,0.1036,0.0404,0.0618,0.0461,0.3453,-0.2739347,0.76443535,-0.6963891,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
399_0,0.1797,0.0807,0.0346,0.0568,0.0297,0.3546,-0.32908547,0.8473561,-0.7382353,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
400_0,0.279,0.1584,0.0499,0.086,0.065,0.3676,-0.17431194,0.71849287,-0.61860085,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
401_0,0.2388,0.1327,0.057,0.0787,0.0672,0.3228,-0.14922445,0.6553846,-0.6079701,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
402_0,0.2273,0.1322,0.0403,0.0675,0.0536,0.3296,-0.17831278,0.74949145,-0.66252416,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
403_0,0.2111,0.1081,0.0334,0.0495,0.036,0.3604,-0.25710276,0.8201798,-0.75729346,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,0.2063,0.1069,0.0409,0.0656,0.0475,0.3308,-0.2567105,0.7593718,-0.66701573,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,0.192,0.091,0.0339,0.0645,0.0356,0.38,-0.33208895,0.8336837,-0.71286905,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,0.2075,0.1051,0.0334,0.0694,0.0291,0.4301,-0.3510223,0.872898,-0.7488851,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,0.2057,0.1125,0.0369,0.0564,0.0376,0.3816,-0.309195,0.8274895,-0.7468296,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,0.1784,0.0881,0.0319,0.0599,0.0338,0.3372,-0.28776014,0.82764226,-0.71080667,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
409_0,0.188,0.0959,0.0342,0.057,0.033,0.3865,-0.31962553,0.8456862,-0.7476201,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
410_0,0.1954,0.1012,0.0376,0.0742,0.0452,0.3427,-0.28147864,0.7655755,-0.6494508,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
411_0,0.1838,0.0878,0.0317,0.0622,0.0335,0.3884,-0.35804194,0.8373552,-0.72131866,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
412_0,0.1934,0.0963,0.0429,0.0633,0.0456,0.3321,-0.27904373,0.7649485,-0.680668,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
413_0,0.1846,0.0871,0.0384,0.0676,0.0398,0.3621,-0.33525386,0.8019408,-0.66139024,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
414_0,0.2046,0.1207,0.0424,0.0714,0.0507,0.2989,-0.16848674,0.70995426,-0.6143667,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
415_0,0.2534,0.1583,0.0424,0.0736,0.0578,0.301,-0.0867323,0.6781737,-0.61131877,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
416_0,0.1835,0.0851,0.0337,0.0596,0.0356,0.376,-0.32767925,0.8177435,-0.7254089,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
417_0,0.1929,0.1133,0.0376,0.0657,0.0387,0.3665,-0.30278173,0.80841583,-0.6974907,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
418_0,0.2052,0.0999,0.0366,0.0754,0.0384,0.4435,-0.3867304,0.8380089,-0.7321492,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
419_0,0.2262,0.1276,0.0443,0.0783,0.0566,0.352,-0.20577478,0.73092467,-0.61235523,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
420_0,0.2008,0.1049,0.0392,0.0646,0.0414,0.3689,-0.3156101,0.8062705,-0.7010643,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,0.2022,0.1063,0.0458,0.0778,0.0514,0.3255,-0.25267825,0.73674774,-0.61696726,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,0.2011,0.1137,0.0416,0.0737,0.0629,0.3184,-0.1835525,0.6700761,-0.58882236,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
423_0,0.1962,0.0895,0.0354,0.0558,0.0335,0.3955,-0.31537917,0.84268606,-0.7386417,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
424_0,0.2784,0.1728,0.0551,0.0862,0.0696,0.3272,-0.0795117,0.6246276,-0.5829705,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
425_0,0.201,0.096,0.0358,0.076,0.0366,0.424,-0.34412295,0.8426005,-0.6921887,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
426_0,0.1803,0.0848,0.0314,0.0624,0.0324,0.3872,-0.3566334,0.8468809,-0.7232202,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
427_0,0.2045,0.1104,0.0381,0.0662,0.0447,0.3256,-0.24583891,0.7619048,-0.67741936,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
428_0,0.1863,0.0953,0.036,0.0741,0.043,0.351,-0.30483273,0.7829897,-0.6474786,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
429_0,0.185,0.0875,0.0339,0.0639,0.037,0.4028,-0.36622128,0.8317417,-0.716965,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
430_0,0.1923,0.0908,0.0332,0.0692,0.0338,0.3971,-0.34110492,0.8499184,-0.7175141,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
431_0,0.1827,0.0854,0.0314,0.0584,0.0324,0.3823,-0.3527172,0.8430034,-0.7389129,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
432_0,0.1846,0.0801,0.0306,0.062,0.0297,0.4272,-0.40237466,0.8701072,-0.7425903,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
433_0,0.1783,0.0821,0.0341,0.0626,0.0322,0.3963,-0.38122505,0.849603,-0.7293558,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
434_0,0.1832,0.083,0.0359,0.0676,0.0339,0.3984,-0.3665786,0.84398746,-0.71428573,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
435_0,0.1845,0.0837,0.036,0.0644,0.0354,0.4248,-0.386423,0.84615386,-0.7396981,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
436_0,0.1885,0.0928,0.0379,0.0633,0.0394,0.362,-0.31779662,0.78207964,-0.70433146,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
437_0,0.1775,0.0843,0.0324,0.0624,0.0327,0.3853,-0.3586037,0.84354067,-0.7212419,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
438_0,0.227,0.1112,0.0383,0.0692,0.0473,0.3888,-0.26274765,0.7830773,-0.6978166,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
439_0,0.2352,0.1237,0.0436,0.0781,0.0634,0.3392,-0.18105848,0.6850472,-0.62568897,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
440_0,0.2281,0.1249,0.0401,0.065,0.0462,0.2988,-0.12736298,0.72934973,-0.6409116,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
441_0,0.1813,0.0832,0.0357,0.0642,0.0336,0.3952,-0.36873156,0.8419949,-0.720505,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
442_0,0.1971,0.0933,0.0322,0.0597,0.0314,0.4037,-0.3104524,0.85776156,-0.7466781,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
443_0,0.1852,0.0789,0.0356,0.0662,0.0365,0.362,-0.3230994,0.81681305,-0.6907987,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
444_0,0.2051,0.1004,0.0332,0.0596,0.0364,0.3981,-0.30110496,0.8328358,-0.735775,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
445_0,0.1687,0.0724,0.0342,0.0537,0.0286,0.378,-0.3828425,0.8593212,-0.7512161,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
446_0,0.1971,0.118,0.0436,0.0704,0.0524,0.3207,-0.23233113,0.7152174,-0.63523316,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
447_0,0.2128,0.1167,0.0359,0.0662,0.0404,0.3661,-0.25742078,0.795488,-0.6967476,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
448_0,0.2026,0.1042,0.0342,0.0597,0.0356,0.3772,-0.29054546,0.8286814,-0.72545415,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
449_0,0.21,0.1086,0.0374,0.0644,0.0475,0.3487,-0.2606652,0.7672727,-0.6980351,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
450_0,0.1771,0.0829,0.0348,0.0514,0.0322,0.3755,-0.36281618,0.84051514,-0.7575474,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
451_0,0.2716,0.1668,0.0458,0.0822,0.0656,0.3216,-0.05890504,0.6474066,-0.5770517,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
452_0,0.1748,0.0781,0.0329,0.0612,0.032,0.4048,-0.39680335,0.85507244,-0.7373391,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
453_0,0.1818,0.0772,0.0311,0.05,0.0287,0.4228,-0.40421262,0.8719893,-0.78814095,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
454_0,0.199,0.092,0.0358,0.0598,0.0369,0.3772,-0.31810996,0.8165093,-0.7250575,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
455_0,0.1956,0.0906,0.0324,0.0547,0.0268,0.4704,-0.4391923,0.8921963,-0.79165876,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
456_0,0.2005,0.0954,0.0346,0.0596,0.0298,0.4809,-0.4324286,0.88329744,-0.77946347,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
457_0,0.2121,0.0953,0.034,0.0637,0.029,0.4897,-0.3971469,0.888182,-0.7633024,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
458_0,0.1758,0.0787,0.0294,0.0465,0.0279,0.399,-0.3741545,0.8710434,-0.79124576,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
459_0,0.1898,0.0911,0.031,0.054,0.0298,0.4207,-0.3782146,0.8679371,-0.77328277,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
