system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,NDWI,class,.geo
171_0,1761.0,873.0,326.0,552.0,321.0,3737.0,-0.3559097,0.83831453,-0.73703706,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,1562.0,676.0,297.0,492.0,291.0,3696.0,-0.40505606,0.85118437,-0.7679345,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,2516.0,1323.0,424.0,722.0,528.0,3520.0,-0.19227085,0.7518797,-0.6426526,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,1815.0,795.0,298.0,582.0,256.0,3752.0,-0.33570665,0.87950104,-0.7410072,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,2082.0,1306.0,387.0,638.0,445.0,3564.0,-0.24697019,0.78934914,-0.7044476,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,2082.0,1306.0,471.0,760.0,704.0,2883.0,-0.1126978,0.53773904,-0.5671795,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,1977.0,1065.0,394.0,693.0,417.0,3577.0,-0.25603318,0.7774813,-0.6620337,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,2198.0,1180.0,405.0,720.0,455.0,3672.0,-0.2522867,0.76779026,-0.6721311,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,1993.0,886.0,331.0,684.0,336.0,4404.0,-0.38730508,0.850733,-0.7301315,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,2354.0,1176.0,408.0,776.0,548.0,3729.0,-0.2594214,0.76043713,-0.65572315,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,2352.0,1184.0,426.0,776.0,586.0,3960.0,-0.2595761,0.74219096,-0.6722973,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,2165.0,1153.0,334.0,672.0,460.0,4070.0,-0.29308975,0.77804583,-0.70793116,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,2390.0,1362.0,399.0,702.0,570.0,3485.0,-0.15423535,0.6702467,-0.6446512,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,2095.0,1143.0,396.0,725.0,497.0,3136.0,-0.19167131,0.7249725,-0.6352854,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,2771.5,1462.0,502.5,876.5,659.5,3871.0,-0.1598499,0.7103893,-0.63296247,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,2505.5,1223.5,441.0,784.0,528.5,4098.0,-0.23869422,0.77101386,-0.67577994,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,2081.5,985.0,370.5,792.5,412.0,3932.0,-0.30608007,0.809645,-0.6631647,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,2586.0,1368.0,436.0,723.0,559.0,3584.0,-0.15793684,0.7287009,-0.6727813,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,2334.0,1152.0,455.5,808.0,551.0,4010.5,-0.26309076,0.74864686,-0.6569653,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
190_0,2127.5,1036.0,380.5,646.0,512.0,3088.5,-0.18207864,0.71472305,-0.65222234,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,2563.5,1354.5,430.0,701.0,558.5,3624.5,-0.15946881,0.73406804,-0.6726751,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,2423.5,1240.0,416.5,687.5,513.5,3437.0,-0.16879979,0.73704374,-0.6658132,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,2013.0,940.0,363.5,780.0,487.0,4107.0,-0.35612273,0.7865309,-0.68191475,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
194_0,2603.5,1277.5,413.5,714.0,502.5,4138.0,-0.22357838,0.7847433,-0.713572,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
195_0,2543.0,1151.0,409.5,716.0,409.0,4592.0,-0.29418328,0.83535546,-0.7211864,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,2418.0,1215.5,397.5,670.0,571.5,3352.0,-0.15442784,0.7033209,-0.66130537,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,2048.0,999.0,454.5,776.0,572.5,3686.0,-0.27298945,0.7290739,-0.6515028,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,2438.0,1205.5,424.0,717.5,521.0,3826.0,-0.21662265,0.75491273,-0.6839187,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
199_0,2637.5,1399.5,477.0,780.0,655.5,3376.0,-0.118494734,0.67418545,-0.6246676,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,2345.0,1135.5,390.5,711.0,456.5,4110.5,-0.27052227,0.8003532,-0.7017719,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,2620.0,1340.5,470.5,736.5,613.0,3431.0,-0.13020697,0.6944506,-0.6449776,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,2782.5,1500.0,508.5,756.0,646.5,3289.5,-0.08609487,0.6715335,-0.6320729,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,2459.0,1258.0,417.5,743.0,548.0,3368.0,-0.15264584,0.71792686,-0.64282274,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,2597.5,1337.0,415.0,761.0,538.5,3683.0,-0.16307646,0.7433891,-0.6586772,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,1809.0,923.0,503.0,733.0,588.0,3150.0,-0.28152907,0.6825134,-0.6215218,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
206_0,1806.0,934.5,494.5,706.0,620.5,2679.0,-0.2051028,0.6154775,-0.5826017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,1850.5,1002.5,465.5,706.0,585.0,2487.0,-0.15521075,0.6225596,-0.5683519,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,1856.5,940.0,497.0,705.0,566.0,2817.5,-0.21040772,0.66210943,-0.60094684,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
209_0,1799.0,853.0,446.0,641.0,502.0,3132.0,-0.26769954,0.7218252,-0.65222013,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,2128.5,1605.0,1271.0,1458.0,1540.0,1970.5,0.026594665,0.13432294,-0.16292559,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,2125.5,1594.0,1351.0,1529.0,1652.0,2008.0,0.012393619,0.11563046,-0.14339443,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,2370.0,1658.5,428.5,654.5,548.5,2808.0,-0.08795016,0.6742629,-0.62925017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,156.0,98.0,550.0,808.0,786.0,454.0,-0.4574639,-0.29850745,0.28391168,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,112.0,64.0,554.0,787.0,780.0,393.0,-0.48301888,-0.36371604,0.33670887,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,281.0,123.0,548.0,782.0,753.0,466.0,-0.22793148,-0.24644549,0.24660634,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,158.0,69.0,538.0,771.0,753.0,474.0,-0.42128935,-0.2540193,0.2246696,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,334.0,143.0,552.0,792.0,766.0,468.0,-0.21558441,-0.2601626,0.2557629,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,178.5,93.0,546.0,765.5,746.5,471.0,-0.40452695,-0.22564904,0.21632265,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,195.5,90.0,535.0,753.0,749.0,433.5,-0.3724148,-0.2454008,0.24776313,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,176.5,95.0,557.5,772.5,760.0,435.5,-0.44695657,-0.27528328,0.27554974,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,296.5,103.0,526.5,732.5,701.0,485.5,-0.1831957,-0.18570675,0.19553499,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,202.5,113.5,536.5,745.5,727.5,445.0,-0.31971386,-0.24277678,0.22220312,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,151.0,73.0,555.0,784.0,805.0,479.0,-0.47158217,-0.2812749,0.22787784,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,190.0,85.0,558.0,788.0,808.0,429.0,-0.3469388,-0.30639732,0.25081432,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,2628.0,2303.0,1056.0,1542.0,1764.0,1966.0,0.1455972,0.06652698,-0.13747229,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,1533.0,1376.0,1270.0,1382.0,1376.0,1458.0,0.023442732,0.0035033086,-0.022611232,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,1849.0,1681.0,894.0,1218.0,1440.0,1608.0,0.07455759,0.048718873,-0.12339852,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
228_0,2618.0,2111.0,993.0,1440.0,1738.0,1964.0,0.12914798,0.053716768,-0.14767683,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,1826.0,1636.0,932.0,1262.0,1482.0,1656.0,0.043725155,0.06038487,-0.13083751,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
230_0,2050.0,1680.0,1002.0,1372.0,1532.0,2078.0,0.0059910133,0.15458122,-0.21104082,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,1938.0,1793.0,1244.0,1518.0,1620.0,1734.0,0.04564786,0.024415055,-0.067759566,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
232_0,2111.0,1884.0,816.0,1130.0,1400.0,1619.0,0.13470319,0.057142857,-0.16476841,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
233_0,2191.0,1973.0,1200.0,1444.0,1644.0,1664.0,0.13493334,0.018094089,-0.066285715,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
234_0,1671.0,1169.0,544.0,804.0,970.0,1650.0,-0.017139295,0.2632405,-0.36317235,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
235_0,1747.0,1462.0,972.0,1246.0,1500.0,1726.0,0.0060466453,0.07145047,-0.15696888,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
236_0,1968.0,1551.0,1362.0,1656.0,1770.0,1958.0,-0.0018252933,0.047021944,-0.07603465,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
237_0,2332.0,1952.0,744.0,1176.0,1366.0,1847.0,0.12868296,0.13567173,-0.23462415,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,1770.0,1603.0,885.0,1128.0,1218.0,1300.0,0.15831663,0.026345083,-0.072013095,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
239_0,2260.0,1943.0,778.0,1130.0,1376.0,1628.0,0.16576992,0.084791385,-0.17432532,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,2818.0,2456.0,889.0,1258.0,1562.0,1930.0,0.18822293,0.10717348,-0.21251956,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,2674.0,2145.0,751.0,1128.0,1422.0,1912.0,0.16724738,0.15144509,-0.25945765,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,2343.0,2061.0,749.0,1114.0,1418.0,1644.0,0.17295444,0.0810629,-0.18614718,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
243_0,2694.0,2255.0,648.0,1120.0,1622.0,2270.0,0.08478702,0.16649537,-0.34821156,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
244_0,1955.0,1818.0,728.0,972.0,1082.0,1176.0,0.24718718,0.043557167,-0.09517486,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
245_0,2089.0,1912.0,808.0,1104.0,1262.0,1393.0,0.19152641,0.06010929,-0.1237785,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
246_0,2481.0,2107.0,689.0,1052.0,1240.0,1607.0,0.21705237,0.12733446,-0.20600376,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
247_0,2070.0,1607.0,722.0,1052.0,1192.0,1495.0,0.16412762,0.1054409,-0.17521368,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
248_0,1700.0,1346.0,674.0,870.0,900.0,1644.0,0.029302986,0.28756675,-0.29051986,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
249_0,2058.0,1795.0,706.0,910.0,1026.0,1248.0,0.2506804,0.10236221,-0.15445636,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
250_0,1602.0,1503.0,824.0,1080.0,1160.0,1294.0,0.103142075,0.05472637,-0.08810949,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
251_0,1548.0,1387.0,784.0,1032.0,1144.0,1317.0,0.08367423,0.07047926,-0.12511416,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
252_0,1686.0,1561.0,858.0,1078.0,1104.0,1122.0,0.2087447,0.008086253,-0.022502251,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_0,2500.0,2026.0,798.0,1262.0,1614.0,1980.0,0.13341913,0.10506067,-0.2080233,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0,1872.0,1708.0,720.0,982.0,1094.0,1221.0,0.20899303,0.054545455,-0.116835326,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_0,1939.0,1758.0,948.0,1202.0,1238.0,1264.0,0.21440156,0.026335591,-0.0296875,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_0,2654.0,1826.0,596.0,952.0,1242.0,2592.0,0.006684492,0.3134578,-0.42978466,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0,1994.0,1633.0,690.0,946.0,1152.0,1521.0,0.13523914,0.14785652,-0.23753169,stone_quary,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_0,2752.5,1456.0,480.5,837.0,646.0,3843.0,-0.16698886,0.7150964,-0.6436923,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
259_0,2709.0,1427.0,501.0,835.5,601.5,4270.0,-0.2252628,0.74451905,-0.67206144,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_0,2621.0,1360.5,405.5,695.5,561.0,3590.0,-0.15601797,0.7337165,-0.6805625,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_0,2918.0,1544.5,499.0,781.5,672.0,3898.0,-0.1428361,0.70409507,-0.663979,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_0,2675.0,1370.0,438.5,706.5,577.5,3590.0,-0.14535202,0.72479653,-0.67081434,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0,2322.5,1230.5,388.5,584.0,536.0,2702.5,-0.07683175,0.66888106,-0.63901126,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0,2385.0,1246.5,430.0,650.0,582.5,3148.0,-0.13327315,0.68185145,-0.65572023,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_0,2177.0,1155.5,381.5,563.0,571.0,2557.5,-0.079097286,0.64126444,-0.63837177,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_0,2080.5,1035.5,342.0,549.5,496.0,2858.0,-0.15165032,0.70645374,-0.67441386,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_0,2025.5,922.0,322.0,483.0,352.0,3393.0,-0.24197052,0.8100219,-0.74980503,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
268_0,2545.5,1336.0,442.0,650.5,634.0,3256.0,-0.11881993,0.6697873,-0.66225094,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_0,2611.0,1350.0,466.5,729.0,651.5,3693.5,-0.16238901,0.69199425,-0.66668546,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
270_0,2729.0,1400.0,436.0,706.0,604.0,3868.0,-0.16858006,0.7298748,-0.6890988,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
271_0,2637.0,1426.0,439.5,734.5,598.0,3728.0,-0.1683324,0.72087085,-0.67023313,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_0,2564.0,1311.5,460.0,727.0,612.0,3771.5,-0.19059244,0.71977663,-0.67510635,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
273_0,2317.0,1179.0,467.5,771.0,578.0,4208.0,-0.29052052,0.75933146,-0.7011948,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
274_0,2658.5,1433.0,511.0,811.0,704.0,4004.0,-0.19870357,0.69723344,-0.6615449,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
275_0,2377.0,1099.5,368.0,686.0,373.0,4672.0,-0.32757545,0.8512249,-0.7457956,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
276_0,2672.5,1364.0,431.5,671.0,538.5,3504.0,-0.13121495,0.73162216,-0.6824128,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
277_0,2684.0,1389.5,430.0,686.5,563.5,3786.0,-0.16671751,0.7343301,-0.6864504,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
278_0,2756.5,1484.0,454.5,686.5,646.0,3278.0,-0.08188801,0.66956383,-0.65558827,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
279_0,2138.0,1067.5,356.5,574.5,472.0,2718.5,-0.11405381,0.7062616,-0.65690386,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
280_0,2448.0,1294.0,460.5,685.0,686.0,2839.0,-0.06593099,0.6107799,-0.61192364,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
281_0,2694.5,1419.5,437.5,744.0,560.5,3920.0,-0.18322162,0.748717,-0.6805713,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
282_0,2313.0,1119.0,411.5,754.5,457.5,4342.5,-0.30450675,0.81355196,-0.69941133,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_0,2447.5,1203.5,430.5,730.0,550.5,3812.5,-0.21902291,0.74460995,-0.67715645,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0,2132.0,1026.5,358.0,719.0,421.0,4290.0,-0.33779398,0.81315434,-0.7039679,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0,2678.0,1473.5,468.0,764.0,635.0,3242.5,-0.09553192,0.6668832,-0.6137209,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0,2506.5,1336.0,442.0,753.0,582.0,3614.0,-0.18236905,0.7199919,-0.64634484,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_0,2606.0,1352.0,467.0,817.5,578.5,3896.0,-0.18584311,0.73179036,-0.65601903,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_0,2590.5,1369.5,449.0,770.5,600.0,3410.0,-0.123863295,0.6989116,-0.63051814,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
289_0,2581.5,1350.0,473.0,829.0,573.5,4016.0,-0.21632469,0.7485033,-0.6547404,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
290_0,2439.0,1229.0,352.0,631.0,414.0,3896.0,-0.22573541,0.8078886,-0.7284827,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
291_0,2172.0,1063.0,384.0,636.0,492.0,3063.0,-0.1633888,0.7235955,-0.6565875,pastures,"{""type"":""MultiPoint"",""coordinates"":[]}"
292_0,1837.5,1002.5,498.0,749.0,614.5,2779.0,-0.20892762,0.62637305,-0.58501,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
293_0,1850.5,1016.5,517.0,767.0,640.0,2773.0,-0.2059915,0.63672036,-0.5719436,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
294_0,1850.5,1016.5,566.5,780.5,713.5,2671.0,-0.18207474,0.5771733,-0.5471498,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
295_0,1948.5,1072.0,541.0,785.5,666.5,2751.0,-0.17669277,0.60680413,-0.56493986,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
296_0,1667.5,822.0,472.5,712.0,623.0,2626.0,-0.22243568,0.60448563,-0.56335485,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
297_0,1789.0,932.5,533.5,776.0,668.0,2537.0,-0.17995748,0.5776606,-0.5326219,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
298_0,1789.0,932.5,587.5,790.5,689.0,2468.0,-0.17725673,0.57528436,-0.535257,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
299_0,1708.0,843.0,480.5,732.0,590.0,2671.0,-0.22751164,0.6328124,-0.5681681,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_0,1776.0,882.5,448.5,689.0,523.0,3430.0,-0.30373743,0.7287016,-0.6618743,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0,1806.0,934.5,494.5,706.0,620.5,2679.0,-0.2051028,0.6154775,-0.5826017,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_0,1824.0,958.5,488.5,714.5,596.0,3220.0,-0.28307468,0.66732085,-0.63401514,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0,2072.0,1197.5,552.5,787.5,709.5,2685.0,-0.13088246,0.5815992,-0.5612034,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
304_0,2072.0,1197.5,533.0,803.0,688.0,2802.0,-0.14548196,0.58014244,-0.5521944,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
305_0,1933.0,1030.0,560.0,779.5,687.5,2510.0,-0.13639484,0.5714752,-0.52763015,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
306_0,1870.5,1017.0,569.5,782.5,682.5,2584.0,-0.1586374,0.57311547,-0.52554315,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
307_0,1870.5,1017.0,577.0,789.0,692.0,2364.0,-0.11918551,0.5624478,-0.512438,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
308_0,1835.5,989.5,553.5,758.5,673.0,2353.5,-0.13329259,0.57079875,-0.52275515,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
309_0,1770.0,941.0,553.5,711.5,609.0,2684.5,-0.21855815,0.62776315,-0.5795503,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
310_0,1937.5,1023.0,497.0,678.0,588.0,2524.0,-0.14389305,0.6175043,-0.5788716,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
311_0,2373.0,1677.5,1037.0,1239.0,1313.0,1844.0,0.12893789,0.18448389,-0.20821628,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
312_0,2392.0,1530.0,1116.0,1401.0,1475.0,2328.0,-0.005723987,0.24215716,-0.2701031,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
313_0,2392.0,1530.0,1224.0,1528.0,1636.0,2719.0,-0.08294342,0.26363555,-0.29734212,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
314_0,2837.0,2164.0,1216.0,1405.0,1535.0,1975.0,0.19501838,0.11298977,-0.1660862,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
315_0,2837.0,2164.0,1216.0,1405.0,1535.0,1975.0,0.19501838,0.11298977,-0.1660862,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
316_0,2618.5,2064.0,1244.0,1453.0,1555.0,1907.5,0.15019536,0.104187794,-0.14652105,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
317_0,2160.0,1659.5,1098.0,1388.0,1491.0,2079.0,0.011199745,0.17143805,-0.1973942,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
318_0,2160.0,1659.5,1098.0,1388.0,1491.0,2079.0,0.011199745,0.17143805,-0.1973942,rails,"{""type"":""MultiPoint"",""coordinates"":[]}"
319_0,2103.0,1184.0,507.5,801.5,644.5,3072.0,-0.19415364,0.6473343,-0.5862556,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
320_0,2202.0,1289.5,603.5,821.5,785.0,2705.5,-0.103131644,0.55120975,-0.53399736,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
321_0,2068.5,1135.5,338.5,644.0,384.0,3778.0,-0.30543056,0.81695175,-0.7230209,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
322_0,1824.0,972.0,564.0,848.5,738.0,3378.0,-0.30118173,0.6428917,-0.58372295,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
323_0,1604.5,827.5,565.0,661.0,478.5,2862.5,-0.28045768,0.7025639,-0.6129919,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
324_0,1696.0,958.0,613.0,726.0,664.0,2358.0,-0.16358247,0.52882785,-0.5182113,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
325_0,1786.5,999.5,556.5,758.5,674.5,2600.0,-0.18769622,0.5838328,-0.5345808,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
326_0,1744.0,886.0,515.0,677.5,558.0,2752.0,-0.23388723,0.6580474,-0.6309242,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
327_0,2088.5,1286.0,689.5,909.0,869.0,3246.0,-0.2161806,0.57737947,-0.5317295,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
328_0,1677.5,1148.0,721.0,924.0,858.0,2131.0,-0.12667201,0.43586126,-0.41549167,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
329_0,2265.0,1281.0,633.0,897.5,776.0,2956.0,-0.12019842,0.5915653,-0.5413055,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
330_0,2361.5,1363.5,520.0,732.0,642.0,3478.5,-0.21184178,0.6864253,-0.656007,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
331_0,2456.5,1456.5,540.0,804.0,699.5,2904.0,-0.085528165,0.6116634,-0.58664507,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
332_0,2386.0,1424.5,682.0,895.0,870.0,2779.5,-0.059926596,0.52641284,-0.5122156,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
333_0,2283.5,1293.0,588.0,844.5,711.0,3008.0,-0.11181016,0.6139931,-0.551878,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
334_0,2376.5,1282.0,528.0,816.0,659.0,3426.5,-0.18104957,0.68044186,-0.61234856,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
335_0,284.0,127.0,600.0,844.0,849.0,449.0,-0.2577031,-0.306096,0.23163842,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
336_0,125.0,65.0,558.0,810.0,802.0,424.0,-0.46206897,-0.33617628,0.3128039,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
337_0,142.5,90.5,538.5,738.0,718.5,430.0,-0.44007093,-0.26150542,0.2675262,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
338_0,207.0,102.5,547.0,762.0,736.0,489.5,-0.30022562,-0.2337557,0.2238616,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
339_0,194.5,106.0,540.5,752.0,695.5,489.0,-0.42802957,-0.21763512,0.22858751,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
340_0,165.0,83.5,539.5,755.5,709.0,410.0,-0.40046337,-0.25331765,0.2711164,water,"{""type"":""MultiPoint"",""coordinates"":[]}"
