system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,NDWI,class,.geo
33_0,1971.0,802.0,321.0,448.0,247.0,3672.0,-0.30695972,0.8740439,-0.7768924,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,2009.0,844.0,249.0,403.0,217.0,3877.0,-0.34452605,0.8946848,-0.81456953,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,1780.0,708.0,208.0,362.0,187.0,3364.0,-0.3257143,0.9003397,-0.8096522,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,2009.0,883.0,316.0,498.0,289.0,3628.0,-0.30012542,0.85692227,-0.77958673,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,2308.0,1039.0,302.0,561.0,270.0,4384.0,-0.31853223,0.8850076,-0.780956,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,1985.0,817.0,304.0,464.0,239.0,4124.0,-0.34678352,0.8904424,-0.7977332,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,2032.0,826.0,310.0,470.0,243.0,4056.0,-0.3527497,0.8880309,-0.7961054,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,1889.5,799.5,255.0,452.5,233.5,3270.0,-0.2767134,0.87351704,-0.7586932,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,1767.5,676.0,218.5,344.5,177.0,3938.0,-0.38604397,0.9126556,-0.83692634,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,1725.5,685.0,239.5,313.0,165.0,3055.5,-0.2979776,0.89721924,-0.81743616,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,2032.5,823.5,280.5,440.5,220.0,4129.5,-0.354673,0.8998793,-0.811798,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,1881.0,752.0,240.0,400.0,206.0,3919.0,-0.36146075,0.9024272,-0.81732136,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,1795.0,719.0,228.0,352.0,193.0,3336.0,-0.3143535,0.8956373,-0.8134206,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,2232.5,934.0,273.5,462.5,224.5,4289.5,-0.33024845,0.90113586,-0.81670225,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,2465.5,1087.0,422.5,694.0,347.5,5286.0,-0.37072155,0.8733983,-0.76993054,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,1969.5,901.0,350.5,489.5,307.0,3011.5,-0.21308175,0.81152815,-0.7226691,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,2038.5,897.5,297.5,545.5,272.0,4104.0,-0.34350652,0.8747819,-0.7652751,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,1877.0,833.0,247.0,436.5,220.0,3552.5,-0.31592688,0.88619167,-0.78735274,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,1597.0,631.0,267.0,378.0,207.0,3302.0,-0.36214864,0.88233393,-0.7953669,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,1992.0,946.0,234.0,422.0,221.0,2929.0,-0.19507615,0.85968256,-0.77453583,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,1730.0,738.0,231.0,451.0,226.0,3022.0,-0.29347613,0.8623925,-0.7599364,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,1516.5,613.5,187.5,284.5,149.5,2502.0,-0.2418728,0.87763697,-0.7901659,forest,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,2277.5,1331.0,629.0,874.0,837.0,2860.0,-0.1126029,0.5421407,-0.5342121,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,1818.5,1079.0,612.0,765.5,666.5,2586.0,-0.1628885,0.5852818,-0.53627264,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,2473.0,1469.0,1337.0,1761.0,1721.0,4440.0,-0.2985843,0.4407727,-0.42826438,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,2147.5,1314.5,498.0,771.5,707.0,3194.0,-0.21658626,0.6682392,-0.5945051,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,2284.0,1327.0,672.0,971.0,778.0,4264.0,-0.30363747,0.6510428,-0.6034354,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,5918.5,5574.5,3938.0,4964.0,5684.0,6756.0,-0.077904046,0.08709695,-0.15641734,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,1359.0,1186.0,1369.0,1536.0,1766.0,2105.0,-0.21168324,0.09049096,-0.1489481,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,2808.0,1994.5,1453.0,1694.0,1893.0,4782.0,-0.26291007,0.4276358,-0.47520953,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,2273.0,1610.0,834.0,1220.0,1054.0,3563.0,-0.21496183,0.5699349,-0.4760312,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,2277.0,1358.0,718.0,993.0,966.0,2876.0,-0.12593763,0.5325831,-0.49722442,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,2459.0,1778.0,830.0,1050.0,1079.0,2695.5,-0.03295815,0.40700933,-0.40960047,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,2284.0,1414.0,741.5,959.0,938.5,3292.0,-0.17455819,0.56563956,-0.55429727,roads,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,2761.5,2131.0,567.5,686.0,957.0,2642.0,0.003906499,0.4507568,-0.56261474,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,2550.5,1746.0,440.0,629.5,629.5,2852.0,-0.07443001,0.645249,-0.6630192,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,2428.0,1526.5,607.0,862.0,1352.0,2954.0,-0.10361398,0.40071395,-0.556774,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,2664.0,2252.5,600.5,798.0,1130.0,2066.5,0.1306347,0.29289663,-0.4338637,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,2319.0,1610.0,735.5,919.0,1159.0,2246.5,0.012537726,0.32713076,-0.41990367,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,2343.0,1521.5,449.0,613.0,783.5,2715.0,-0.0724357,0.54347056,-0.637416,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,2736.0,2256.0,526.5,728.0,990.5,1976.5,0.14319673,0.34702235,-0.47146615,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,2628.0,1955.0,520.0,737.0,862.0,2311.5,0.04307611,0.46350303,-0.5122008,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,2752.0,2020.0,873.0,985.0,1496.0,2753.5,-0.031864814,0.31228122,-0.4762591,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,2792.0,2182.0,544.0,730.0,976.0,2252.0,0.10065803,0.41624722,-0.51031584,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,2406.0,1947.0,628.0,759.0,938.0,2026.0,0.08252464,0.3769268,-0.4526367,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,2510.5,1901.0,657.5,789.5,911.5,1653.5,0.20039067,0.28167665,-0.35446906,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,2735.5,2186.5,657.5,810.0,986.0,2138.5,0.10401301,0.3710338,-0.44771063,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,2472.5,1579.5,564.0,819.5,710.0,3186.0,-0.13176169,0.62365144,-0.58144885,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,2231.0,1484.0,754.5,915.0,978.0,2171.5,0.019298319,0.36137468,-0.40553567,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,2231.0,1484.0,681.0,863.0,877.0,2647.0,-0.03962701,0.48801702,-0.47242543,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,2472.5,1579.5,479.5,724.5,576.0,3252.0,-0.1326134,0.6907991,-0.62537354,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,2690.0,2130.5,729.0,920.0,896.5,2646.5,0.027936129,0.45375788,-0.45390773,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,2714.0,1966.5,1086.0,1315.0,1378.0,2823.0,-0.009762677,0.33416986,-0.37143186,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,2847.5,2495.5,1030.0,1203.0,1723.0,2494.5,0.06534938,0.18343657,-0.3510132,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,2330.5,1674.0,485.5,639.5,854.5,3017.0,-0.14313935,0.5762163,-0.6292054,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,2229.5,1816.0,762.0,952.5,1063.0,1968.0,0.06420336,0.29411638,-0.3399674,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,2070.0,1421.5,454.0,691.5,639.5,2924.0,-0.1701823,0.6623904,-0.6240602,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,2425.5,1815.5,705.0,876.5,1074.0,2485.0,-0.030888557,0.39544606,-0.47385782,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,2403.5,1718.0,476.0,721.5,1145.0,3071.0,-0.15843059,0.46140286,-0.64187616,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,2917.5,2468.5,845.0,945.5,1132.0,2610.5,0.05176021,0.39008662,-0.4629933,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,2474.5,1824.5,640.5,794.0,976.5,2418.0,0.018639928,0.43397218,-0.5136365,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,2489.0,1687.5,457.0,644.5,666.0,2734.0,-0.038862802,0.60442793,-0.60722774,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,2617.5,2084.0,893.0,995.0,1120.0,2067.0,0.12738335,0.29951373,-0.34479988,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,2623.0,2161.0,502.5,636.0,850.0,1832.0,0.15594752,0.37441304,-0.4938866,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,2698.5,2287.5,693.5,860.5,1011.0,2501.5,0.04594522,0.42213872,-0.48465657,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,2730.0,2083.0,572.0,730.0,898.5,2516.0,0.06141018,0.45956525,-0.5322405,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,2498.5,1757.0,463.5,661.5,663.0,2928.0,-0.09202458,0.62346274,-0.6160734,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,2141.5,1230.5,357.0,594.5,429.5,3430.0,-0.25457323,0.7797619,-0.7113691,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,2671.5,2137.0,490.0,700.0,751.0,2871.0,-0.030478537,0.5568664,-0.57354957,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,2555.0,1674.5,495.0,711.0,673.5,3278.0,-0.1290888,0.65789515,-0.6391114,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,2604.0,1825.0,476.5,794.0,754.0,3620.0,-0.1688494,0.6512759,-0.6682793,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,2629.5,1971.5,529.0,841.0,823.5,3392.0,-0.11387644,0.6069501,-0.5932164,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,2613.5,1896.0,530.5,795.5,801.0,2914.0,-0.054835945,0.5673774,-0.5669409,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,2864.5,2531.5,1258.0,1735.0,1989.0,3126.0,-0.028984802,0.21363157,-0.30447033,village,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,1780.0,870.5,338.5,571.5,351.0,3288.5,-0.29075855,0.8057001,-0.6936915,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,2842.0,1942.5,634.0,922.5,1081.0,2436.5,0.041353673,0.43726203,-0.48408827,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,2131.0,1278.5,496.0,749.5,660.5,2810.0,-0.12383761,0.5985365,-0.5612143,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,2017.0,962.0,363.5,617.0,372.0,3742.5,-0.3112245,0.8156812,-0.7116456,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,1853.5,838.0,386.0,702.5,385.5,3837.0,-0.32487476,0.7994514,-0.68055207,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,2603.0,1623.5,634.0,938.5,1049.0,2717.5,-0.045672342,0.48289016,-0.5239272,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,1996.5,969.0,398.0,661.0,399.0,3748.0,-0.292677,0.8052283,-0.69847405,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,2367.0,1231.5,336.0,567.5,351.5,4474.0,-0.30737117,0.8448411,-0.771625,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,1863.5,885.0,364.0,654.0,394.0,3886.5,-0.32402235,0.817969,-0.71051484,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,1882.5,908.5,417.0,636.5,414.5,3679.5,-0.2880834,0.78140944,-0.6828986,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,1908.0,954.5,403.5,670.5,443.5,3675.0,-0.31801736,0.7800817,-0.6830076,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,1800.5,824.0,355.0,687.0,333.0,4548.0,-0.4336032,0.86344135,-0.7371471,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,2756.5,1741.5,486.0,733.0,599.5,2868.0,-0.050632603,0.6323778,-0.5688817,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,1987.5,1021.0,427.0,786.0,481.0,3853.5,-0.29995474,0.7640368,-0.66810626,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,2464.0,1463.0,511.5,850.0,580.0,4042.0,-0.23831214,0.74759334,-0.6506669,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,2088.0,1107.5,422.0,748.0,493.5,3728.0,-0.26292446,0.75689524,-0.63582075,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,2045.5,1077.5,399.0,614.5,457.5,3328.0,-0.2243417,0.7496594,-0.6843699,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,2470.5,1409.5,502.0,819.5,805.0,2737.5,-0.07483028,0.541049,-0.5401849,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,1779.5,927.5,405.0,576.0,410.0,2940.0,-0.2631005,0.75782156,-0.6903951,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,1539.5,704.0,320.0,514.0,336.5,3602.0,-0.38652974,0.8273664,-0.7354988,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,2030.5,1085.5,390.5,658.0,416.0,3469.5,-0.252536,0.7825374,-0.67259055,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,1621.5,835.5,328.5,602.0,353.0,3872.0,-0.38913754,0.81366587,-0.7181368,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,2446.5,1244.5,452.0,741.0,545.0,3599.5,-0.19441691,0.73263246,-0.64894664,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,2127.0,1061.0,388.5,701.0,461.5,3504.0,-0.24373369,0.76908684,-0.6598313,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,2247.0,1099.0,366.0,731.0,331.0,4154.0,-0.29975834,0.85640293,-0.7055806,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,2747.5,1786.5,600.5,864.0,870.0,2819.0,-0.015625,0.51246846,-0.51949334,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,2171.5,1265.5,424.0,801.0,474.0,3659.0,-0.2527378,0.7619791,-0.6369538,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,2724.5,1714.5,514.0,791.0,745.5,3067.0,-0.0447941,0.60721266,-0.5742038,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,2472.5,1475.0,533.5,876.5,787.5,3544.0,-0.15963697,0.599819,-0.5552395,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,1789.5,910.0,417.0,621.5,412.0,3500.0,-0.3080206,0.7824715,-0.6906961,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,2751.0,1722.0,643.0,945.0,1009.5,3327.5,-0.060164236,0.51990455,-0.53280514,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,1688.5,710.5,323.0,512.0,330.0,4132.0,-0.40033787,0.84196556,-0.7632339,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,2483.5,1393.5,475.0,806.5,611.0,3378.0,-0.15019245,0.6927366,-0.6142278,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,1752.5,761.5,305.5,520.5,308.0,3974.5,-0.37762922,0.8589565,-0.7778171,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,1788.5,948.5,445.5,721.0,450.5,3183.5,-0.27427095,0.74975556,-0.6255953,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,2258.5,1036.5,398.5,658.0,430.5,4058.0,-0.33893615,0.7963968,-0.70237905,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,1779.0,911.5,409.5,564.0,383.5,3823.0,-0.36322698,0.82018256,-0.74628633,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,2088.5,1139.0,426.5,578.0,406.0,3503.0,-0.25250933,0.79139227,-0.71852165,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,1823.5,854.0,380.0,545.0,336.0,4349.5,-0.4082031,0.85595953,-0.77638566,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,1915.0,894.0,348.0,588.0,292.0,4441.0,-0.40072542,0.87913907,-0.77067083,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,1993.0,1080.0,379.0,592.0,366.0,3572.0,-0.28579107,0.81411886,-0.7186312,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,2004.0,1203.0,470.0,712.0,526.0,3125.0,-0.2090999,0.7063093,-0.6220807,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,2894.0,1835.0,641.0,960.0,942.0,3328.0,-0.03900987,0.5047706,-0.52984387,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,2354.0,1331.0,443.0,784.0,536.0,3560.0,-0.20624682,0.73828125,-0.6390424,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,1845.0,883.0,309.0,514.0,299.0,3602.0,-0.32268724,0.846706,-0.7393193,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,1969.0,1103.0,444.0,766.0,576.0,3209.0,-0.19943078,0.6732842,-0.59584177,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,2074.0,985.0,352.0,586.0,359.0,4092.0,-0.32924664,0.83843386,-0.75372976,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,2226.0,1415.0,490.0,723.0,652.0,3026.0,-0.15408085,0.6454595,-0.61429715,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,2991.0,1986.0,612.0,930.0,1021.0,3344.0,0.001004016,0.4902646,-0.5251468,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,2041.0,1072.0,376.0,701.0,481.0,3840.0,-0.30590037,0.77736634,-0.6912574,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,2329.0,1341.0,378.0,696.0,418.0,4223.0,-0.29258698,0.82097185,-0.7096842,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,2210.0,1349.0,476.0,710.0,592.0,3055.0,-0.16049382,0.6757053,-0.62324226,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,1852.0,849.0,354.0,552.0,344.0,3948.0,-0.33939168,0.8306717,-0.7511033,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,1935.0,932.0,410.0,758.0,430.0,3792.0,-0.3074593,0.79430455,-0.66549295,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,1985.0,952.0,371.0,650.0,377.0,3355.0,-0.28636095,0.8101545,-0.6967809,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,2209.0,1157.0,328.0,612.0,259.0,4231.0,-0.31397516,0.88719785,-0.76,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,2143.0,1297.0,433.0,738.0,756.0,2441.0,-0.07651364,0.55015975,-0.58562094,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,2238.0,1158.0,369.0,686.0,542.0,3768.0,-0.25474524,0.7484919,-0.6972973,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,2023.0,1087.0,432.0,722.0,520.0,3220.0,-0.22864802,0.7319773,-0.6469377,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,2140.0,1075.0,384.0,662.0,414.0,3721.0,-0.2697492,0.78861374,-0.6829489,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,2042.0,1110.0,404.0,692.0,522.0,3398.0,-0.25431654,0.7283767,-0.6616631,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,2111.0,1084.0,325.0,565.0,371.0,3948.0,-0.2796767,0.82948893,-0.7544012,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,2079.0,1059.0,438.0,692.0,436.0,3852.0,-0.3212142,0.79831934,-0.6965426,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,1911.0,993.0,433.0,822.0,563.0,3255.0,-0.2796227,0.7045395,-0.6047548,agriculture,"{""type"":""MultiPoint"",""coordinates"":[]}"
